source_string,code_system,concept_id,concept_name,domain_id,vocabulary_id,mapping_version,decided_by,decided_on,note
52283,SOURCE,3036234,Promyelocytes/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52283 'Promyelocytes' (Cerebrospinal Fluid; Hematology); community mapping, imported 2026-09-11"
52284,SOURCE,3031768,Promyelocytes [#/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52284 'Promyelocytes#' (Cerebrospinal Fluid; Hematology); community mapping, imported 2026-09-11"
52285,SOURCE,3027475,Erythrocytes [#/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52285 'RBC, CSF' (Cerebrospinal Fluid; Hematology); community mapping, imported 2026-09-11"
52286,SOURCE,40761570,Nucleated cells [#/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52286 'Total Nucleated Cells, CSF' (Cerebrospinal Fluid; Hematology); community mapping, imported 2026-09-11"
52291,SOURCE,3031784,Variant lymphocytes [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52291 'Atyps#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52292,SOURCE,3032620,Band form neutrophils [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52292 'Bands#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52293,SOURCE,3030892,Basophils [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52293 'Basos#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52294,SOURCE,3028907,Blasts/100 leukocytes in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52294 'Blasts' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52295,SOURCE,3032088,Blasts [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52295 'Blasts#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52296,SOURCE,3032048,Eosinophils [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52296 'Eos#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52297,SOURCE,3030564,Histiocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52297 'Histio#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52298,SOURCE,3040382,Histiocytes/100 cells in Synovial fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52298 'Histiocyte' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52299,SOURCE,3030913,Segmented neutrophils/100 leukocytes in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52299 'Hypersegmented Neutrophils' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52300,SOURCE,3031201,Segmented neutrophils [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52300 'Hypersegmented Neutrophils #' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52301,SOURCE,3034891,Synovial lining cells/100 cells in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52301 'Lining Cell' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52302,SOURCE,3032064,Lymphocytes [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52302 'Lymphs#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52303,SOURCE,3032903,Metamyelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52303 'Metas#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52304,SOURCE,3012175,Monocytes [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52304 'Monos#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52305,SOURCE,3024394,Myelocytes/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52305 'Myelocytes' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52306,SOURCE,3032657,Myelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52306 'Myelos#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52307,SOURCE,3044515,Plasma cells/100 leukocytes in Synovial fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52307 'Plasma' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52308,SOURCE,3031165,Plasma cells [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52308 'Plasma#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52309,SOURCE,3031142,Polymorphonuclear cells [#/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52309 'Polys#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52310,SOURCE,3031780,Promyelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52310 'Promyelo#' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52311,SOURCE,3023316,Promyelocytes/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52311 'Promyelocytes' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52312,SOURCE,3039497,Nucleated cells [#/volume] in Synovial fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52312 'Total Nucleated Cells, Joint' (Joint Fluid; Hematology); community mapping, imported 2026-09-11"
52316,SOURCE,3022960,Microscopic observation [Identifier] in Bone by Acid phosphatase stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52316 'Acid Phosphatase Stain' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52319,SOURCE,3039636,CD1a cells/100 cells in Bone marrow,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52319 'CD 1a' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52320,SOURCE,3030293,CD30 cells/100 cells in Bone marrow,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52320 'CD30' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52321,SOURCE,3030517,CD42 cells/100 cells in Bone marrow,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52321 'CD42' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52322,SOURCE,3031510,CD52 cells/100 cells in Bone marrow,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52322 'CD52' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52323,SOURCE,3029330,CD61 cells/100 cells in Bone marrow,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52323 'CD61' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52324,SOURCE,3042828,CD62 cells/100 cells in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52324 'CD62' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52325,SOURCE,3025107,Microscopic observation [Identifier] in Blood or Marrow by Chloracetate esterase stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52325 'Chloroacetate Esterase' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52326,SOURCE,21493420,Microscopic observation [Identifier] in Bone marrow by Acetate esterase stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52326 'Naphthol Acetate Stain' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52327,SOURCE,3017994,Microscopic observation [Identifier] in Bone marrow by Butyrate esterase stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52327 'Naphthol Butryrate' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52328,SOURCE,3012525,Microscopic observation [Identifier] in Blood or Marrow by Periodic acid-Schiff stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52328 'Periodic Schiff Stain' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52329,SOURCE,3026228,Microscopic observation [Identifier] in Blood or Marrow by Peroxidase stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52329 'Peroxidase Stain' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52330,SOURCE,3012524,Microscopic observation [Identifier] in Blood or Marrow by Sudan black B stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52330 'Sudan Black Stain' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52331,SOURCE,3046019,TCR alpha beta cells/100 cells in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52331 'TCR Alpha-Beta' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52332,SOURCE,3046045,TCR gamma delta cells/100 cells in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52332 'TCR Gamma-Delta' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52335,SOURCE,3032522,Terminal deoxyribonucleotidyl transferase cells/100 cells in Bone marrow,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52335 'TdT' (Bone Marrow; Hematology); community mapping, imported 2026-09-11"
52336,SOURCE,3031796,Variant lymphocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52336 'Atyps#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52337,SOURCE,3032632,Band form neutrophils [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52337 'Bands#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52338,SOURCE,3030548,Basophils [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52338 'Basos#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52339,SOURCE,3026596,Blasts/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52339 'Blasts' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52340,SOURCE,3031492,Blasts [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52340 'Blasts#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52341,SOURCE,3039924,CD1a cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52341 'CD 1a' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52342,SOURCE,3030734,CD30 cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52342 'CD30' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52343,SOURCE,3029687,CD42 cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52343 'CD42' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52344,SOURCE,3031091,CD52 cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52344 'CD52' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52345,SOURCE,3043265,CD55 cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52345 'CD55' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52346,SOURCE,3043227,CD59 cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52346 'CD59' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52347,SOURCE,3031011,CD61 cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52347 'CD61' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52348,SOURCE,3042828,CD62 cells/100 cells in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52348 'CD62' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52349,SOURCE,3033233,Microscopic observation [Identifier] in Specimen by Chloracetate esterase stain,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52349 'Chloroac' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52350,SOURCE,3032084,Eosinophils [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52350 'Eos#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52351,SOURCE,3019561,Hemoglobin F [Presence] in Amniotic fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52351 'Fetal Hgb' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52352,SOURCE,3000788,Lamellar bodies [#/volume] in Amniotic fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52352 'FETAL LUNG MATURITY - LBC' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52353,SOURCE,3030564,Histiocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52353 'Histiocyte#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52354,SOURCE,3030588,Histiocytes/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52354 'Histiocytes' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52355,SOURCE,3022005,Segmented neutrophils/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52355 'Hypersegmented Neutrophils' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52356,SOURCE,3019355,Segmented neutrophils [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52356 'Hypersegmented Neutrophils#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52357,SOURCE,3043264,Iron [Presence] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52357 'Iron' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52358,SOURCE,3035196,Ciliated columnar lining cells/100 leukocytes [# Ratio] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52358 'Lining Cell' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52359,SOURCE,3003467,Lymphocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52359 'Lymphs#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52360,SOURCE,3032903,Metamyelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52360 'Metamyelocytes#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52361,SOURCE,3031141,Monocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52361 'Monos#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52362,SOURCE,3032657,Myelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52362 'Myelos#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52363,SOURCE,3028129,Nucleated erythrocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52363 'NRBC#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52364,SOURCE,3031165,Plasma cells [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52364 'Plasma#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52365,SOURCE,44786799,Granulocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52365 'Polys#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11 The community table's LOINC was retired (invalid_reason U); this is its 'Concept replaced by' successor, 2026-09-11."
52366,SOURCE,3031780,Promyelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52366 'Promyelocyte#' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52367,SOURCE,40760521,CD3+TCR alpha beta+ cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52367 'TCR Alpha-Beta' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52368,SOURCE,40760541,CD3+TCR gamma delta+ cells/100 cells in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52368 'TCR Gamma-Delta' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52369,SOURCE,40758914,Nucleated cells [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52369 'Total Nucleated Cells, Other' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52373,SOURCE,3041975,Terminal deoxyribonucleotidyl transferase cells/100 cells in Body fluid by Flow cytometry (FC),Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52373 'TdT' (Other Body Fluid; Hematology); community mapping, imported 2026-09-11"
52375,SOURCE,3031758,Variant lymphocytes [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52375 'Atyps#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52376,SOURCE,3032632,Band form neutrophils [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52376 'Bands#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52377,SOURCE,3030902,Basophils [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52377 'Basos#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52378,SOURCE,3031481,Blasts [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52378 'Blasts#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52379,SOURCE,3032072,Eosinophils [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52379 'Eos#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52380,SOURCE,3030564,Histiocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52380 'Histiocyte#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52381,SOURCE,3041613,Histiocytes/100 cells in Pleural fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52381 'Histiocytes' (Pleural; Hematology); community mapping, imported 2026-09-11"
52382,SOURCE,3032608,Segmented neutrophils [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52382 'Hypersegmented  Neutrophils#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52383,SOURCE,3030924,Segmented neutrophils/100 leukocytes in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52383 'Hypersegmented Neutrophils' (Pleural; Hematology); community mapping, imported 2026-09-11"
52384,SOURCE,3030845,Lymphocytes [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52384 'Lymphs#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52385,SOURCE,3032903,Metamyelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52385 'Metas#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52386,SOURCE,3031735,Monocytes [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52386 'Monos#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52387,SOURCE,3032657,Myelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52387 'Myelos#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52388,SOURCE,3031165,Plasma cells [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52388 'Plasma#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52389,SOURCE,3030872,Polymorphonuclear cells [#/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52389 'Polys#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52390,SOURCE,3031780,Promyelocytes [#/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52390 'Promyelocytes#' (Pleural; Hematology); community mapping, imported 2026-09-11"
52391,SOURCE,3041079,Nucleated cells [#/volume] in Pleural fluid by Automated count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52391 'Total Nucleated Cells, Pleural' (Pleural; Hematology); community mapping, imported 2026-09-11"
52403,SOURCE,3007153,Bile [Presence] in Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52403 'Bile' (Stool; Hematology); community mapping, imported 2026-09-11"
52404,SOURCE,3022481,Fat [Presence] in Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 52404 'Fat' (Stool; Hematology); community mapping, imported 2026-09-11"
